X1,X2,X3,X4,X5,Y
63,28,0.0,3.36,0.0,44.0
67,35,0.0,3.58,0.0,49.0
69,64,0.06,4.92,0.0,66.0
71,60,0.0,7.83,0.0,67.0
64,43,0.0,2.24,0.0,56.0
61,35,0.07,2.01,0.0,47.0
52,35,0.02,3.8,0.0,45.0
55,29,0.0,5.59,0.0,42.0
64,37,0.0,7.38,0.0,47.0
72,46,0.0,6.26,0.0,56.0
68,46,2.41,9.84,0.0,65.0
50,36,0.34,4.7,0.0,47.0
53,27,0.0,1.57,0.0,39.0
60,31,0.0,1.57,0.0,42.0
53,30,0.0,2.46,0.0,42.0
61,28,0.0,0.67,0.0,41.0
61,29,0.0,3.8,0.0,44.0
57,49,2.85,10.51,0.0,52.0
59,40,0.0,9.17,0.0,55.0
47,30,0.0,5.37,0.0,41.0
50,27,0.0,2.01,0.0,37.0
61,27,0.0,0.89,0.0,40.0
61,33,0.0,2.24,0.0,45.0
62,39,0.0,2.68,0.0,48.0
68,38,0.0,1.34,0.0,52.0
66,40,0.0,6.26,0.0,54.0
63,54,0.62,8.95,0.0,58.0
66,56,0.64,6.04,0.0,60.0
60,44,0.0,4.25,0.0,57.0
57,36,0.0,4.47,0.0,47.0
52,31,0.0,5.82,0.0,41.0
55,29,0.0,3.36,0.0,40.0
53,37,0.0,4.92,0.0,44.0
51,31,0.0,2.68,0.0,42.0
56,28,0.01,4.7,0.0,40.0
51,29,0.0,4.25,0.0,45.0
48,25,0.0,2.01,0.0,35.0
58,33,0.85,7.61,0.0,43.0
57,41,0.0,6.49,0.0,49.0
51,31,0.0,4.7,0.0,43.0
68,41,1.52,17.0,0.0,49.0
54,37,0.0,10.51,0.0,51.0
60,31,0.0,3.8,0.0,43.0
65,31,1.0,7.61,0.0,46.0
65,36,0.0,12.97,0.0,56.0
59,29,0.0,9.17,0.0,42.0
51,35,0.0,5.14,0.0,43.0
40,27,0.2,4.03,0.0,38.0
40,18,0.0,4.7,0.0,28.0
54,24,0.0,5.37,0.0,36.0
54,32,0.01,7.16,0.0,45.0
34,22,0.0,8.05,0.0,31.0
42,18,0.0,3.58,0.0,28.0
52,20,0.0,3.13,0.0,33.0
52,32,0.01,0.45,0.0,41.0
73,46,0.0,5.82,0.0,55.0
70,64,0.13,8.5,0.0,67.0
74,60,0.02,8.5,0.0,69.0
70,53,0.42,6.49,0.0,61.0
68,46,0.05,8.72,0.0,59.0
59,41,0.0,5.59,0.0,50.0
55,30,0.0,4.7,0.0,43.0
48,38,0.23,4.25,0.0,44.0
59,35,0.0,3.8,0.0,45.0
67,41,0.0,6.04,0.0,51.0
54,31,0.0,3.36,0.0,45.0
56,28,0.0,4.25,0.0,42.0
59,33,0.0,6.71,0.0,45.0
52,35,0.0,10.51,0.0,43.0
55,29,0.0,4.25,0.0,41.0
61,29,0.0,2.68,0.0,42.0
58,45,0.05,7.83,0.0,51.0
76,51,0.01,8.28,0.0,60.0
62,57,0.3,3.58,0.0,62.0
61,56,0.18,4.7,0.0,58.0
62,39,0.59,8.28,0.0,58.0
63,35,0.0,3.8,0.0,47.0
69,34,0.0,7.83,0.0,50.0
62,41,0.0,4.92,0.0,55.0
53,36,0.0,6.04,0.0,51.0
48,29,0.0,4.7,0.0,39.0
58,27,0.0,2.68,0.0,42.0
57,29,0.0,6.49,0.0,43.0
58,31,0.0,4.03,0.0,43.0
68,36,0.0,10.74,0.0,49.0
58,42,0.28,7.61,0.0,55.0
59,36,0.08,3.8,0.0,47.0
55,34,0.0,4.7,0.0,44.0
72,40,0.0,9.4,0.0,52.0
63,52,0.04,10.51,0.0,58.0
72,50,0.38,16.33,0.0,64.0
53,38,0.0,4.03,0.0,49.0
58,35,0.51,7.61,0.0,46.0
68,51,0.49,2.91,0.0,56.0
74,51,0.0,4.03,0.0,60.0
72,49,0.0,6.71,0.0,60.0
67,56,0.05,3.8,0.0,59.0
60,55,0.29,4.92,0.0,58.0
72,55,0.0,3.36,0.0,61.0
66,52,0.0,9.17,0.0,59.0
70,48,0.72,9.62,0.0,57.0
61,43,0.0,8.5,0.0,55.0
63,36,0.0,6.26,0.0,49.0
75,35,0.0,3.58,0.0,54.0
78,42,0.0,2.24,0.0,61.0
83,45,0.0,6.04,0.0,63.0
73,57,0.0,9.84,0.0,67.0
74,58,0.0,5.14,0.0,64.0
73,59,0.0,8.72,0.0,65.0
64,43,0.0,6.71,0.0,60.0
57,34,0.0,9.17,0.0,46.0
73,38,0.0,7.38,0.0,55.0
65,44,0.0,5.82,0.0,56.0
71,42,0.45,7.83,0.0,54.0
69,47,0.33,7.16,0.0,61.0
56,36,0.0,10.29,0.0,48.0
63,33,0.0,5.82,0.0,47.0
64,36,0.0,5.59,0.0,51.0
56,50,1.3,6.93,0.0,54.0
59,47,0.21,6.26,0.0,53.0
72,40,0.0,6.93,0.0,55.0
77,45,0.0,9.17,0.0,61.0
85,53,0.0,7.61,0.0,68.0
83,60,0.0,9.4,0.0,71.0
86,66,0.0,11.41,0.0,74.0
77,56,0.36,14.32,0.0,73.0
61,45,0.0,8.72,0.0,56.0
63,38,0.0,5.37,0.0,51.0
63,38,0.0,5.59,0.0,51.0
69,36,0.0,2.01,0.0,53.0
77,43,0.0,6.71,0.0,60.0
68,57,0.03,8.72,0.0,64.0
75,59,0.03,6.71,0.0,65.0
77,65,0.23,15.43,0.0,69.0
72,55,0.01,14.09,0.0,67.0
74,50,0.0,8.72,0.0,61.0
83,44,0.0,8.5,0.0,64.0
89,58,0.0,8.05,0.0,74.0
83,60,0.0,6.93,0.0,73.0
78,62,0.0,9.17,0.0,70.0
87,61,0.0,4.7,0.0,74.0
76,60,0.0,4.92,0.0,69.0
79,62,0.0,3.36,0.0,69.0
67,48,0.27,5.82,0.0,59.0
63,41,0.0,5.59,0.0,52.0
74,37,0.0,7.16,0.0,55.0
69,52,0.09,6.49,0.0,61.0
76,47,0.0,6.71,0.0,62.0
74,49,0.0,8.28,0.0,60.0
80,56,0.0,6.93,0.0,65.0
81,59,0.0,10.07,0.0,70.0
85,59,0.0,8.95,0.0,71.0
85,62,0.0,9.17,0.0,73.0
86,62,0.01,3.36,0.0,74.0
92,61,0.0,2.46,0.0,76.0
90,66,0.0,6.26,0.0,78.0
80,66,0.18,5.82,0.0,74.0
76,66,0.63,5.37,0.0,70.0
81,66,0.52,8.05,0.0,73.0
86,67,0.01,7.16,0.0,74.0
89,69,0.01,7.16,0.0,78.0
82,67,0.19,8.72,0.0,73.0
83,62,0.0,7.38,0.0,74.0
76,53,0.0,4.7,0.0,65.0
78,52,0.0,4.25,0.0,66.0
80,51,0.0,6.49,0.0,66.0
69,61,1.4,6.93,0.0,68.0
78,61,0.0,2.46,0.0,66.0
82,64,0.09,2.46,0.0,71.0
82,65,0.28,5.14,0.0,73.0
83,63,0.25,7.61,0.0,73.0
75,60,0.0,7.16,0.0,66.0
79,57,0.0,4.47,0.0,68.0
86,57,0.0,2.46,0.0,71.0
89,64,0.0,6.71,0.0,77.0
91,68,0.0,6.71,0.0,79.0
87,68,0.22,2.68,0.0,75.0
90,67,0.0,3.36,0.0,76.0
93,66,0.16,3.36,0.0,79.0
88,69,0.28,8.95,0.0,78.0
88,66,0.0,3.58,0.0,78.0
86,60,0.0,4.7,0.0,74.0
81,59,0.0,4.03,0.0,72.0
78,55,0.0,4.7,0.0,68.0
84,50,0.0,3.13,0.0,67.0
84,66,0.0,7.61,0.0,74.0
89,69,0.08,9.17,0.0,77.0
93,70,1.85,3.8,0.0,80.0
88,72,0.0,9.62,0.0,78.0
91,73,0.32,11.41,0.0,79.0
89,70,0.0,5.37,0.0,79.0
88,59,0.0,3.58,0.0,77.0
91,67,0.0,7.61,0.0,79.0
86,67,0.0,3.36,0.0,76.0
84,65,0.0,5.14,0.0,75.0
87,66,0.0,4.92,0.0,75.0
90,69,0.0,4.03,0.0,80.0
94,66,0.0,2.68,0.0,81.0
93,72,0.01,6.71,0.0,82.0
90,70,0.0,7.16,0.0,81.0
92,70,0.0,6.26,0.0,82.0
92,71,0.0,5.82,0.0,82.0
91,65,0.0,4.7,0.0,80.0
91,67,0.0,3.58,0.0,80.0
96,67,0.0,2.91,0.0,81.0
98,74,0.0,8.05,0.0,85.0
100,78,0.0,12.08,0.0,87.0
97,76,0.0,7.83,0.0,88.0
98,72,0.0,6.49,0.0,85.0
103,77,0.0,9.4,0.0,88.0
88,74,0.0,4.92,0.0,84.0
97,73,0.0,7.83,0.0,84.0
101,76,0.0,6.26,0.0,87.0
100,76,0.43,7.83,0.0,88.0
85,64,0.2,8.5,0.0,78.0
89,59,0.0,5.59,0.0,74.0
93,67,0.0,4.7,0.0,80.0
101,75,0.01,7.61,0.0,86.0
106,78,0.01,6.71,0.0,88.0
102,75,0.77,5.82,0.0,88.0
88,75,0.22,4.03,0.0,79.0
97,75,0.0,4.92,0.0,82.0
98,77,0.0,6.49,0.0,86.0
98,77,1.37,9.4,0.0,88.0
91,73,0.0,4.47,0.0,82.0
80,75,1.08,6.04,0.0,79.0
93,76,0.0,1.57,0.0,81.0
100,74,0.0,5.59,0.0,86.0
101,77,0.0,7.16,0.0,87.0
97,78,0.0,10.07,0.0,86.0
97,78,0.0,10.51,0.0,86.0
95,73,0.46,6.93,0.0,82.0
87,73,0.51,3.8,0.0,78.0
90,74,0.49,5.82,0.0,78.0
91,73,0.02,3.13,0.0,79.0
90,73,2.2,6.26,0.0,79.0
93,74,0.29,6.71,0.0,81.0
91,74,0.02,9.17,0.0,81.0
79,74,1.46,3.8,0.0,78.0
85,74,0.0,4.7,0.0,78.0
86,69,0.0,6.04,0.0,78.0
89,64,0.0,2.91,0.0,77.0
77,70,0.03,6.93,0.0,75.0
92,73,0.0,7.61,0.0,80.0
92,73,0.0,4.92,0.0,83.0
98,75,0.0,3.8,0.0,85.0
97,78,0.0,7.83,0.0,86.0
94,71,1.37,9.4,0.0,81.0
90,73,0.06,8.28,0.0,79.0
91,76,0.0,6.26,0.0,82.0
85,75,0.26,6.04,0.0,78.0
84,75,0.41,10.29,0.0,78.0
84,75,4.02,14.76,0.0,78.0
91,74,1.0,9.17,0.0,80.0
93,75,0.0,2.01,0.0,82.0
91,75,0.0,3.58,0.0,82.0
87,71,0.0,3.8,0.0,80.0
83,69,0.03,2.01,0.0,75.0
88,68,0.0,2.46,0.0,76.0
89,66,0.0,3.58,0.0,76.0
91,66,0.0,4.03,0.0,78.0
91,76,0.0,8.72,0.0,82.0
91,73,0.0,7.16,0.0,83.0
91,68,0.0,4.03,0.0,79.0
81,64,0.0,4.47,0.0,75.0
78,59,0.0,5.82,0.0,69.0
81,54,0.0,2.91,0.0,69.0
82,57,0.0,3.58,0.0,69.0
86,57,0.0,3.58,0.0,71.0
88,61,0.0,3.13,0.0,73.0
93,62,0.0,2.46,0.0,76.0
97,68,0.0,2.46,0.0,81.0
97,71,0.0,4.03,0.0,84.0
101,72,0.0,5.14,0.0,85.0
95,72,1.74,5.14,0.0,81.0
90,72,0.0,2.68,0.0,78.0
93,72,2.68,5.14,0.0,80.0
84,69,0.06,6.49,0.0,76.0
79,61,0.0,8.95,0.0,71.0
81,60,0.0,7.83,0.0,69.0
81,64,0.0,5.14,0.0,70.0
83,61,0.0,1.79,0.0,71.0
85,65,0.0,2.46,0.0,75.0
80,57,0.0,3.13,0.0,69.0
80,55,0.0,1.57,0.0,67.0
85,55,0.0,2.24,0.0,69.0
84,57,0.0,4.03,0.0,71.0
82,62,0.0,7.38,0.0,71.0
76,68,1.61,7.61,0.0,72.0
83,71,0.0,11.18,0.0,75.0
81,70,0.0,10.96,0.0,74.0
73,66,1.86,12.97,0.0,69.0
78,68,0.88,5.82,0.0,73.0
85,65,0.0,2.68,0.0,73.0
81,68,0.22,3.58,0.0,74.0
86,66,0.0,3.58,0.0,74.0
86,64,0.82,4.25,0.0,75.0
83,68,0.61,6.71,0.0,75.0
79,68,0.0,3.8,0.0,72.0
81,71,1.5,5.82,0.0,74.0
88,71,0.51,6.04,0.0,78.0
81,74,0.41,7.83,0.0,77.0
86,73,1.46,12.53,0.0,79.0
86,68,0.0,5.59,0.0,77.0
89,68,0.08,2.91,0.0,76.0
81,69,0.32,2.01,0.0,74.0
78,70,0.0,4.47,0.0,73.0
82,67,0.0,2.24,0.0,73.0
82,65,0.0,3.36,0.0,71.0
83,63,0.0,1.57,0.0,72.0
85,65,0.0,4.25,0.0,73.0
82,63,0.0,2.01,0.0,72.0
85,61,0.0,4.7,0.0,71.0
74,53,0.0,6.04,0.0,65.0
76,49,0.0,1.12,0.0,61.0
70,49,0.0,9.4,0.0,62.0
72,44,0.0,1.34,0.0,57.0
80,49,0.0,3.8,0.0,61.0
81,53,0.0,9.84,0.0,65.0
76,50,0.0,7.61,0.0,69.0
67,42,0.0,2.01,0.0,55.0
63,47,0.01,4.47,0.0,54.0
64,43,0.0,4.25,0.0,53.0
70,38,0.0,2.68,0.0,52.0
73,41,0.0,2.24,0.0,55.0
75,43,0.0,1.57,0.0,57.0
78,45,0.0,2.01,0.0,59.0
79,44,0.0,1.12,0.0,60.0
80,50,0.0,1.79,0.0,63.0
76,47,0.0,3.13,0.0,65.0
76,43,0.0,3.36,0.0,58.0
83,54,0.0,4.7,0.0,66.0
65,49,0.1,4.25,0.0,60.0
70,44,0.0,1.79,0.0,55.0
74,44,0.0,2.24,0.0,57.0
83,56,0.0,4.25,0.0,67.0
82,60,0.0,7.83,0.0,70.0
80,63,0.0,6.71,0.0,71.0
72,54,0.0,5.82,0.0,68.0
70,44,0.0,6.49,0.0,57.0
72,49,0.0,4.7,0.0,58.0
81,54,0.0,5.37,0.0,65.0
84,58,0.01,3.8,0.0,70.0
82,68,0.03,4.92,0.0,73.0
81,64,0.0,3.13,0.0,71.0
68,50,0.0,7.61,0.0,62.0
66,43,0.15,3.36,0.0,54.0
75,59,0.24,6.49,0.0,64.0
71,49,0.0,5.82,0.0,62.0
60,41,0.0,6.93,0.0,51.0
53,43,1.36,5.59,0.0,48.0
61,46,0.01,4.25,0.0,53.0
66,41,0.0,2.01,0.0,52.0
68,38,0.0,3.13,0.0,51.0
74,48,0.0,2.46,0.0,58.0
72,49,0.0,4.47,0.0,61.0
67,56,0.16,6.49,0.0,64.0
60,39,0.0,7.38,0.0,53.0
52,33,0.0,7.61,0.0,44.0
62,38,0.0,6.93,0.0,48.0
65,36,0.0,2.91,0.0,50.0
73,38,0.0,3.13,0.0,53.0
69,42,0.03,4.92,0.0,60.0
65,39,0.0,3.58,0.0,51.0
69,45,0.35,9.17,0.0,61.0
55,32,0.0,3.8,0.0,46.0
48,28,0.0,3.8,0.0,38.0
53,30,0.0,2.91,0.0,38.0
45,30,0.0,3.8,0.0,41.0
44,28,0.0,3.36,0.0,33.0
49,24,0.0,8.95,0.0,35.0
59,30,0.0,11.41,0.0,49.0
41,24,0.0,3.58,0.0,33.0
51,21,0.0,4.03,0.0,33.0
69,34,0.0,9.4,0.0,47.0
59,48,0.37,10.07,0.0,53.0
69,55,0.04,6.49,0.0,60.0
84,37,1.14,10.74,0.0,63.0
51,32,0.0,3.8,0.0,41.0
58,30,0.0,1.57,0.0,41.0
49,37,0.0,7.61,0.0,44.0
53,38,0.0,6.71,0.0,44.0
56,42,0.0,2.68,0.0,47.0
71,48,0.0,6.26,0.0,57.0
73,50,0.18,5.37,0.0,63.0
61,45,0.0,7.38,0.0,56.0
53,42,0.01,3.58,0.0,46.0
50,33,0.0,4.03,0.0,44.0
41,25,0.0,3.36,0.0,34.0
43,22,0.0,2.91,0.0,32.0
59,29,0.0,3.13,0.0,41.0
54,32,0.0,4.03,0.0,43.0
51,31,0.0,4.7,0.0,41.0
45,39,0.12,5.59,0.0,42.0
66,45,0.01,2.91,0.0,51.0
71,58,0.09,12.75,0.0,64.0
66,45,0.0,6.26,0.0,59.0
68,42,0.09,7.61,0.0,53.0
57,43,0.0,7.61,0.0,53.0
48,32,0.0,5.14,0.0,42.0
52,29,0.0,6.71,0.0,39.0
42,25,0.0,5.59,0.0,35.0
47,21,0.02,2.68,0.0,35.0
39,33,0.62,6.49,0.0,36.0
41,29,0.0,5.82,0.0,35.0
39,23,0.0,4.03,0.0,31.0
39,25,0.0,5.59,0.0,31.0
37,22,0.27,3.13,0.7,29.0
43,31,0.25,5.59,0.0,35.0
46,23,0.0,1.57,0.0,34.0
55,27,0.0,3.13,0.0,38.0
49,29,0.0,5.14,0.0,40.0
41,23,0.0,4.25,0.0,35.0
53,19,0.0,7.61,0.0,34.0
56,28,0.0,4.7,0.0,42.0
55,40,0.01,4.92,0.0,46.0
58,35,0.02,4.03,0.0,50.0
38,23,0.0,4.25,0.0,34.0
29,19,0.08,4.92,1.5,24.0
32,19,0.0,6.26,0.0,24.0
39,16,0.0,2.24,0.0,27.0
45,20,0.0,2.46,0.0,33.0
51,21,0.0,2.46,0.0,35.0
57,30,0.0,4.92,0.0,41.0
52,40,0.0,7.16,0.0,45.0
61,37,0.0,7.83,0.0,48.0
72,36,0.0,8.5,0.0,51.0
66,34,0.0,4.03,0.0,54.0
76,50,0.49,8.95,0.0,60.0
63,48,0.19,6.49,0.0,59.0
54,41,0.0,6.26,0.0,48.0
70,39,0.0,6.71,0.0,53.0
80,49,0.0,6.49,0.0,62.0
55,41,0.0,8.95,0.0,50.0
61,40,0.0,4.92,0.0,47.0
73,53,0.04,5.14,0.0,62.0
57,45,0.0,6.93,0.0,51.0
73,49,0.08,8.05,0.0,61.0
50,37,0.16,7.38,0.0,45.0
38,36,0.49,6.71,0.0,39.0
43,36,0.98,5.82,0.0,38.0
57,38,0.32,6.71,0.0,46.0
52,32,0.0,4.25,0.0,44.0
48,39,0.08,3.58,0.0,41.0
68,41,0.15,13.2,0.0,54.0
49,32,0.0,7.38,0.0,43.0
53,30,0.0,2.46,0.0,40.0
37,25,0.21,7.83,2.3,32.0
37,24,0.01,7.16,0.3,28.0
46,23,0.0,3.8,0.0,32.0
50,21,0.0,3.36,0.0,36.0
59,29,0.0,1.79,0.0,44.0
66,30,0.0,2.46,0.0,47.0
73,37,0.0,2.24,0.0,53.0
75,38,0.0,2.91,0.0,56.0
77,51,0.06,9.4,0.0,63.0
66,41,0.0,6.49,0.0,56.0
75,45,0.0,11.41,0.0,59.0
51,34,0.0,4.7,0.0,45.0
58,26,0.0,3.8,0.0,41.0
69,36,0.0,8.5,0.0,52.0
68,57,1.06,15.66,0.0,63.0
57,39,0.0,11.18,0.0,52.0
56,34,0.0,7.38,0.0,44.0
72,43,0.0,6.93,0.0,56.0
59,39,0.0,4.03,0.0,51.0
66,35,0.0,6.26,0.0,51.0
77,44,0.0,4.25,0.0,60.0
83,46,0.0,5.82,0.0,64.0
75,51,0.0,4.03,0.0,64.0
64,48,0.0,6.71,0.0,54.0
73,51,0.0,6.93,0.0,58.0
74,63,0.88,12.53,0.0,69.0
64,47,0.04,5.59,0.0,60.0
71,42,0.0,2.24,0.0,55.0
82,43,0.0,5.37,0.0,61.0
75,52,0.2,12.08,0.0,64.0
63,45,0.0,8.05,0.0,54.0
74,44,0.0,8.95,0.0,57.0
72,40,0.0,5.37,0.0,58.0
66,57,0.48,10.29,0.0,62.0
74,45,0.0,5.59,0.0,60.0
65,41,0.0,4.92,0.0,55.0
68,34,0.0,3.58,0.0,52.0
80,53,0.0,11.63,0.0,64.0
81,63,0.0,11.63,0.0,71.0
82,63,0.0,10.29,0.0,72.0
83,65,0.37,10.74,0.0,73.0
71,55,0.0,5.37,0.0,63.0
78,52,0.0,8.5,0.0,62.0
86,69,0.0,12.3,0.0,76.0
90,73,0.0,9.62,0.0,79.0
89,70,0.0,12.08,0.0,79.0
87,70,0.09,14.32,0.0,78.0
74,54,1.53,10.51,0.0,72.0
62,45,0.03,5.14,0.0,56.0
62,38,0.0,6.49,0.0,49.0
70,45,0.37,5.37,0.0,56.0
62,49,0.74,5.14,0.0,56.0
60,47,0.03,4.03,0.0,53.0
68,37,0.0,2.01,0.0,53.0
85,51,0.0,11.41,0.0,66.0
74,54,0.0,9.4,0.0,71.0
70,45,0.0,6.26,0.0,60.0
74,42,0.0,3.58,0.0,58.0
83,53,0.0,11.86,0.0,67.0
87,64,0.0,12.97,0.0,73.0
87,66,0.0,7.16,0.0,76.0
85,66,0.0,10.29,0.0,76.0
85,66,0.28,7.38,0.0,74.0
81,63,0.0,6.04,0.0,72.0
82,58,0.0,4.92,0.0,71.0
83,66,0.0,6.71,0.0,74.0
85,65,0.6,10.96,0.0,74.0
74,50,0.0,5.37,0.0,66.0
79,45,0.0,3.8,0.0,62.0
84,57,0.0,10.29,0.0,70.0
90,64,0.0,8.28,0.0,76.0
90,69,0.0,10.96,0.0,78.0
90,68,0.21,9.62,0.0,78.0
86,66,0.25,11.41,0.0,75.0
76,62,0.3,5.82,0.0,69.0
77,58,0.05,2.91,0.0,67.0
80,53,0.0,3.8,0.0,67.0
83,54,0.0,3.8,0.0,68.0
85,62,0.24,3.8,0.0,72.0
82,61,0.01,5.14,0.0,71.0
76,52,0.0,2.91,0.0,65.0
69,58,0.1,2.91,0.0,64.0
73,67,0.58,8.05,0.0,69.0
84,66,0.49,6.49,0.0,74.0
84,64,0.94,3.58,0.0,70.0
89,63,0.0,4.47,0.0,74.0
89,70,0.0,4.7,0.0,79.0
89,71,0.0,10.29,0.0,79.0
88,66,0.0,6.71,0.0,78.0
86,58,0.0,3.58,0.0,75.0
83,62,0.0,7.16,0.0,73.0
84,66,0.48,6.93,0.0,76.0
83,59,0.0,7.61,0.0,72.0
77,54,0.0,6.71,0.0,69.0
79,49,0.0,4.47,0.0,65.0
82,53,0.0,4.25,0.0,69.0
70,60,0.03,5.82,0.0,67.0
65,59,0.79,7.61,0.0,60.0
76,62,0.22,4.25,0.0,67.0
84,62,0.36,4.47,0.0,71.0
82,61,0.11,9.62,0.0,72.0
79,58,0.07,9.17,0.0,67.0
82,51,0.0,5.37,0.0,68.0
79,56,0.0,2.91,0.0,69.0
87,52,0.0,3.8,0.0,70.0
87,64,0.0,4.47,0.0,75.0
78,69,0.49,4.47,0.0,74.0
91,71,0.33,4.25,0.0,79.0
91,71,0.09,5.82,0.0,79.0
89,74,0.0,8.72,0.0,80.0
92,72,0.0,7.83,0.0,83.0
88,73,0.06,9.62,0.0,80.0
91,73,0.02,4.25,0.0,81.0
93,69,0.0,5.82,0.0,81.0
91,75,0.08,6.93,0.0,79.0
92,75,0.0,9.17,0.0,81.0
93,78,0.22,8.28,0.0,82.0
94,77,0.0,13.2,0.0,85.0
94,73,1.06,11.41,0.0,85.0
89,70,0.0,3.58,0.0,79.0
93,67,0.0,2.46,0.0,80.0
96,73,0.0,2.68,0.0,85.0
100,77,0.0,4.47,0.0,88.0
100,78,0.0,2.91,0.0,89.0
99,79,0.0,3.36,0.0,87.0
97,74,0.01,4.25,0.0,85.0
99,73,0.0,4.47,0.0,85.0
97,75,0.0,4.92,0.0,83.0
96,75,0.0,5.37,0.0,84.0
97,78,0.0,8.72,0.0,87.0
97,78,0.18,12.08,0.0,86.0
87,72,1.13,4.92,0.0,80.0
93,72,0.0,2.01,0.0,81.0
93,71,0.0,6.04,0.0,82.0
90,70,0.0,8.5,0.0,81.0
82,74,0.94,11.63,0.0,78.0
95,76,0.05,8.5,0.0,83.0
97,79,0.0,8.95,0.0,87.0
95,72,1.26,9.4,0.0,84.0
89,74,0.14,4.7,0.0,78.0
92,73,0.0,3.8,0.0,80.0
96,74,0.13,2.24,0.0,84.0
94,74,0.0,3.36,0.0,82.0
94,74,0.07,4.03,0.0,82.0
92,76,1.08,5.14,0.0,82.0
94,77,0.05,9.62,0.0,83.0
94,78,0.0,11.18,0.0,83.0
96,80,0.06,6.49,0.0,85.0
96,76,1.16,4.7,0.0,84.0
95,76,0.0,4.7,0.0,84.0
95,77,0.01,3.36,0.0,86.0
90,73,0.0,7.61,0.0,82.0
88,68,0.0,7.16,0.0,79.0
90,71,0.0,3.36,0.0,81.0
96,74,0.0,4.03,0.0,84.0
98,75,0.0,2.01,0.0,86.0
99,76,0.0,3.13,0.0,87.0
95,75,0.0,4.03,0.0,85.0
96,75,0.0,5.37,0.0,86.0
97,73,0.0,3.8,0.0,84.0
93,77,0.02,6.04,0.0,83.0
86,70,0.84,7.61,0.0,79.0
79,64,0.04,8.5,0.0,72.0
80,61,0.0,7.38,0.0,70.0
83,62,0.0,6.04,0.0,72.0
72,67,0.05,5.82,0.0,70.0
70,66,3.59,8.5,0.0,69.0
74,66,0.58,6.71,0.0,69.0
81,67,0.0,7.61,0.0,73.0
82,64,0.0,5.37,0.0,73.0
86,65,0.0,5.14,0.0,75.0
84,72,2.34,4.47,0.0,76.0
83,73,0.03,5.82,0.0,76.0
86,72,0.34,7.38,0.0,77.0
89,74,0.12,5.59,0.0,80.0
89,73,0.0,3.8,0.0,80.0
88,73,0.0,4.92,0.0,79.0
92,70,0.0,2.01,0.0,80.0
88,74,0.0,6.93,0.0,80.0
79,70,0.0,6.49,0.0,74.0
83,70,0.0,6.26,0.0,74.0
86,70,0.0,7.61,0.0,77.0
82,69,0.0,6.04,0.0,74.0
82,66,0.06,4.25,0.0,73.0
86,66,0.0,1.12,0.0,74.0
89,70,0.0,2.91,0.0,78.0
81,59,0.0,2.24,0.0,72.0
84,54,0.0,1.79,0.0,67.0
89,56,0.02,6.71,0.0,72.0
93,67,0.0,8.05,0.0,77.0
94,70,0.16,6.71,0.0,80.0
74,62,0.0,6.26,0.0,68.0
77,58,0.0,8.72,0.0,67.0
76,56,0.0,7.83,0.0,65.0
74,64,0.0,7.61,0.0,68.0
79,63,0.54,4.47,0.0,70.0
82,61,0.0,5.37,0.0,69.0
81,55,0.0,5.82,0.0,68.0
80,57,0.0,3.36,0.0,68.0
79,61,0.0,6.93,0.0,67.0
72,62,0.0,5.59,0.0,67.0
74,61,0.0,6.04,0.0,65.0
85,59,0.0,2.68,0.0,71.0
91,62,0.0,2.68,0.0,76.0
89,64,0.0,4.25,0.0,76.0
81,64,0.0,6.93,0.0,72.0
86,59,0.0,3.8,0.0,71.0
92,58,0.0,3.13,0.0,74.0
95,69,0.0,7.38,0.0,80.0
93,73,0.04,6.93,0.0,81.0
89,72,0.21,4.03,0.0,77.0
81,68,0.07,1.34,0.0,74.0
78,66,0.01,6.49,0.0,72.0
70,67,0.68,7.61,0.0,68.0
71,66,0.19,9.4,0.0,69.0
76,54,0.0,8.95,0.0,68.0
74,50,0.0,8.28,0.0,62.0
75,48,0.0,3.8,0.0,61.0
80,51,0.0,2.01,0.0,64.0
84,55,0.0,3.36,0.0,68.0
84,56,0.0,3.8,0.0,70.0
86,62,0.0,6.04,0.0,73.0
82,65,0.04,7.83,0.0,73.0
71,54,0.0,10.29,0.0,64.0
68,52,0.0,9.62,0.0,59.0
65,56,0.27,9.84,0.0,60.0
66,59,0.26,13.65,0.0,63.0
69,57,0.01,6.26,0.0,62.0
71,57,0.0,4.92,0.0,63.0
76,53,0.0,3.36,0.0,63.0
70,45,0.0,4.7,0.0,60.0
70,40,0.0,2.24,0.0,53.0
81,45,0.0,5.82,0.0,61.0
79,57,0.04,12.53,0.0,67.0
70,47,0.0,5.59,0.0,59.0
78,42,0.0,8.95,0.0,58.0
75,45,0.0,6.71,0.0,64.0
71,44,0.0,4.47,0.0,57.0
67,40,0.0,3.13,0.0,54.0
64,37,0.0,3.8,0.0,51.0
64,43,0.0,5.37,0.0,53.0
55,50,0.73,8.5,0.0,53.0
51,48,0.69,13.2,0.0,49.0
57,48,0.04,7.83,0.0,51.0
64,48,0.06,9.62,0.0,58.0
64,45,0.0,6.93,0.0,53.0
64,37,0.0,1.34,0.0,50.0
66,36,0.41,4.03,0.0,50.0
66,48,0.17,4.03,0.0,56.0
68,40,0.0,2.46,0.0,53.0
71,40,0.0,9.17,0.0,54.0
66,45,0.0,4.7,0.0,57.0
